"NOM du produit";GENCOD;"Code Article Arcadia";PCB;"Listes des ingrédients";"Listes des allergènes";"Origines matières premières";DLC;"Code Douane";"Conseils de réchauffage";"Energie (kcal)";"Energie (kJ)";"Matières grasses (g)";"Acides gras saturés (g)";"Glucides (g)";"Sucres (g)";"Protéines (g)";"Sel (g)"
"AUMON SAUMON CREV TRFST 4X220G";3366760024494;43261;4;"Garniture 59%: SAUMON 11%, CREVETTES 8%, crème fraiche (LAIT), eau, carotte, champignon de Paris, SAUMON fumé 3% (SAUMON, sel), vin blanc (dont SULFITES), Vermouth modifié (dont conservateur: disulfite de potassium (SULFITES)), échalote, farine de BLE, oignon, sel, sucre, oignon en poudre, épaississant: gomme xanthane, aneth, ail en poudre, poivre, curcuma.
Crêpe 41% : Farine de froment (BLE), LAIT, ŒUFS, sucre, huile de tournesol, sel";"Gluten : farine de blé
Lait : lait, crème fraiche
Œufs : œufs
Sulfites : vin blanc, Vermouth
Crustacés : crevette
Poisson : saumon, saumon fumé";"Crevette : Bengladesh
Saumon : Norvège
Saumon fumé :  Irlande, Ecosse, Norvège
";10;1905909000;"Four traditionnel : préchauffer le four à 180°. Sortir les aumônières de la barquette, les placer dans un plat adapté(les laisser dans les coupelles)et recouvrir de papier aluminium. Réchauffer 15 min à 180°C. ";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"AUMON ECREV STJACQ TRFST 4X220G";3366760024500;43262;4;"Crêpe 41% : Farine de froment (BLE), ŒUFS, eau, LAIT, huile de tournesol, sel
Garniture 59%: ECREVISSES 30%, NOIX DE SAINT-JACQUES) 15%, crème fraiche LAIT), carotte, Champignon de Paris, eau, carotte, courgette, vin blanc dont SULFITES), Vermouth modifié (dont SULFITES)(Vermouth, préparation aromatisante, sel, conservateur: disulfite de potassium), farine de BLE, échalote, oignon déshydraté, sel, ail, persil, épaississant: gomme xanthane, poivre.";"Gluten : farine de blé
Lait : lait, crème fraiche
Œufs : œufs
Sulfites : vin blanc, Vermouth
Crustacés : crevette
Mollusques : écrevisse";"Zygochlamys Patagonica : origine Argentine/USA, Argopecten purpuratus : origine Pérou /Chili, Chlamys nobilis : origine Vietnam, Argopecten circularis : origine USA, Chlamys opercularis - origine Ecosse / Irlande / Europe / Canada, Chlamys islandica - origine Islande

Ecrevisse : Chine";10;1905909000;"Four traditionnel : préchauffer le four à 180°. Sortir les aumônières de la barquette, les placer dans un plat adapté(les laisser dans les coupelles)et recouvrir de papier aluminium. Réchauffer 15 min à 180°C.  ";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"6 AUMON SAUMON CREV TRFST 12X110G";3366760024456;43265;12;"Garniture 59%: SAUMON 11%, CREVETTES 8%, crème fraiche (LAIT), eau, carotte, champignon de Paris, SAUMON fumé 3% (SAUMON, sel), vin blanc (dont SULFITES), Vermouth modifié (dont conservateur: disulfite de potassium (SULFITES)), échalote, farine de BLE, oignon, sel, sucre, oignon en poudre, épaississant: gomme xanthane, aneth, ail en poudre, poivre, curcuma.
Crêpe 41% : Farine de froment (BLE), LAIT, ŒUFS, sucre, huile de tournesol, sel
";"Gluten: farine de blé
Lait: lait, crème fraiche
Œufs: œufs
Sulfites: vin blanc, Vermouth
Crustacés:  crevette
Poisson: saumon, saumon fumé
";"Crevette : Bengladesh
Saumon : Norvège
Saumon fumé :  Irlande, Ecosse, Norvège";10;1905909000;"Four traditionnel : préchauffer le four à 180°. Sortir les aumônières de la barquette, les placer dans un plat adapté(les laisser dans les coupelles)et recouvrir de papier aluminium. Réchauffer 15 min à 180°C.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"6 AUMON RIS DE VEAU TRFST 12X110G";3366760024470;43266;12;"Garniture 59%: Champignons de Paris, crème fraiche (LAIT), ris de veau traité en salaison 8% (ris de veau, sel, protéine de LAIT, lactose (LAIT)), eau, quenelle de volaille (OEUFS, semoule de BLE dur, eau, viande de dinde, huile de colza non hydrogénée, blanc d'OEUFS, sel, arôme naturel), viande de poulet rôti (poulet, sel, dextrose), vin blanc, Madère modifié (dont conservateur : disulfite de potassium (SULFITES), colorant: caramel au SULFITE d'ammonium), échalote, Vermouth modifié (dont conservateur : disulfite de potassium (SULFITE)), farine de blé, oignon, sel, Cognac modifié (dont colorant: caramel ordinaire), oignon en poudre, sucre, épaississant: gomme xanthane, ail en poudre, arôme (LAIT), poivre.
Crêpe 41% : Farine de froment (BLE), LAIT, ŒUFS, sucre, huile de tournesol, sel";"Gluten: farine de blé
Lait: lait, crème fraiche
Œufs: œufs
Sulfites: vin blanc, Vermouth

Traces éventuelles de mollusques, poissons, crustacés
";"Ris de veau : UE et Nouvelle Zelande
Dinde : France
Poulet : Brésil
";10;1905909000;;0;0;0.0;0.0;0.0;0.0;0.0;0.00
"MEF AUMON SAUMON FROM TRFST 5X135G";3366760027235;43267;5;"Crêpe 56%: farine de BLE, ŒUFS, LAIT entier en poudre, huile de tournesol, sel.
Garniture 44%: eau, SAUMON fumé 22%*, FROMAGE frais 22%* (LAIT écrémé, babeurre, CREME, babeurre déshydraté, protéines laitières, ferments lactiques, sel), CREME (dont stabilisant: carraghénanes), amidon dodifié de maïs, jus de citron, acidifiant: E575, conservateurs: E202, E262, aneth, arôme naturel de saumon.
*pourcentages exprimés sur la garniture";"Gluten: farine de blé
Lait: lait, crème fraiche
Œufs: œufs
Poisson: saumon fumé
Traces éventuelles de mollusques et crustacés";"Saumon fumé : Irlande, Ecosse, Norvège
Fromage frais : France";10;1905909000;"Four traditionnel (recommandé) : Les mini aumônières se dégustent tièdes. Sortir les aumônières de la barquette et les mettre 5 min au four préchauffé à 180°C.

Micro-ondes : 1 minute à 750W.
";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"2 GLTE CHEVRE LARDON FECG 6X300G";3366760024722;43268;6;"Galette 50% : farine de blé noir 53%, eau, sel.  (*pourcentages exprimés sur la galette)
Garniture 50% : lardons fumés 27%* (poitrine de porc 84%, eau, sel, dextrose, conservateurs : erythorbate de sodium, nitrite de sodium, fumage au bois de hêtre), fromage de chèvre 20%  (LAIT) *, crème (LAIT) (dont stabilisant : carraghénanes), eau, emmental (LAIT), mozzarella (LAIT), amidon modifié de maïs, jus de citron, sel, conservateur : sorbate de potassium, poivre blanc. (*pourcentages exprimés sur la garniture). Traces éventuelles d'oeufs, de blé et de moutarde.";"Lait, traces éventuelles de blé, œufs, moutarde.";"Fromage de chèvre : Union Européenne
Lardons : Union Européenne
Emmental : France";11;1905909000;"Poêle : réchauffer 6 à 7 min à feu très doux avec une noix de beurre (sans retourner la galette).
Micro ondes : 2 min 750W.
Four : réchauffer dans un four chaud (Th 8) 7 min avec une noix de beurre. Recouvrir le plat d’un papier aluminium pendant la cuisson.";212;888;10.9;6.2;18.3;1.2;9.3;1.00
"2 GLTE SAUMON CIBOULETTE TRFE 6X300G";3366760024739;43269;6;"Galette 50% : farine de blé noir 53%*, eau, sel.  (*porcentages exprimés sur la galette)
Garniture 50% : crème (LAIT) (dont stabilisant : carraghénanes), eau, SAUMON poché 16%* (SAUMON salmo salar, sel, acide citrique), SAUMON fumé 14%* (SAUMON, sel), jus de citron, amidon modifié de maïs, ciboulette 2%*, sel, conservateur : sorbate de potassium, poivre blanc. (*pourcentages exprimés sur la garniture). Traces éventuelles d'oeufs, de blé, de moutarde et de mollusque.";"Lait, traces éventuelles de blé, œufs, moutarde et mollusques.";"Saumon fumé : Norvège
Saumon poché : France, Chili, Norvège, Irlande, Ecosse, Canada, USA";11;0019059090;"Poêle (recommandé) : réchauffez 6 à 7 mn à feu très doux avec une noix de beurre, sans retourner la galette.
Four traditionnel : réchauffez dans un four chaud 7 mn à 220°C (Th8). 
Micro-ondes : 2 mn à  750W.
";168;704;6.8;3.8;18.8;1.1;7.0;1.00
"MEF 12 MINI WRAPS AUC.FR 1X960G";3366760025347;43311;1;"INGREDIENTS:
Garniture 54,5% : Crème légère épaisse [crème légère, amidons transformés de maïs, tapioca et pomme de terre, stabilisants : E410, E412, E440, ferments lactiques], ballotine de canard fumé traité en salaison 16,7% [viande de canard 87,5%, eau, sel, dextrose, acidifiant : E326, arômes naturels (dont orge), conservateur : E250, antioxydant : E316], jambon cuit choix 16,7% [jambon de porc, eau, sel, dextrose, lactose, sirop de glucose, arômes, stabilisants : E451 et E450, antioxydant : E301, conservateur : E250], fromage frais à la ciboulette 12,1% [fromage (lait écrémé, babeurre, crème, babeurre déshydraté, protéines laitières, ferments lactiques), sel, ciboulette 0,2%], mayonnaise allégée en matières grasses [eau, huile de colza, vinaigre d’alcool, jaune d’œuf, amidon transformé de maïs, sucre, moutarde (eau, graines de moutarde, vinaigre d’alcool, sel, antioxydant : disulfite de potassium, acidifiant : E330), sel, lait écrémé reconstitué, acidifiant : E330, épaississant : E415, conservateur : E202, arôme, colorants : E161b et E160c], saumon cuit 8,3% [saumon Atlantique, sel, acidifiant : E330], saumon fumé 5% [saumon Atlantique, sel], fromage aux noix 5% [fromage (lait écrémé, crème, babeurre déshydraté, protéines laitières, ferments lactiques), noix dépelliculée pasteurisée 3%, sel, arôme], fécule de manioc, poivre 0,1%, ciboulette 0,07%.
Tortillas 45,5% : Tortilla aux épinards 34,5% [farine de blé, eau, huile végétale, émulsifiants : E471 et E472e, sucre, épinards 0,5%, persil, sel, poudres à lever : E500 et E450, acidifiant : E296], tortilla à la tomate 34,5% [farine de blé, eau, huile végétale, assaisonnement de tomates (poudre de tomates 1%, poivron rouge, paprika, basilic), émulsifiants : E471 et E472e, sucre, sel, poudres à lever : E500 et E450, acidifiant : E296], tortilla de blé 31% [farine de blé 58%, eau, huile de colza, sucre, poudres à lever : E450 et E500, acidifiant : E296, sel, émulsifiant : E471].
";"Gluten, lait, œufs, moutarde, sulfites, poisson, fruits à coque.";"Canard : Union Européenne
Jambon transformé en France à partir de porc d’origine Union Européenne
Saumon : Océan Atlantique.
";10;;"Se consomme froid.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"AUMON SAUMON CREV TRFE 1X880G";3366760025378;43323;1;"Composition de la crêpe : 
Farine de froment, œufs frais, eau, lait en poudre, huile de tournesol, sel.

Composition de la garniture :
Saumon 20%, crevettes 15% (crevette, eau, sel, paprika), crème ; eau ; champignons ; Noix de St Jacques (CHLAMYS NOBILIS- origine Vietnam et/ou ZYGOCHLAMYS PATAGONICA- origine USA et/ou Argentine) ; moules décortiquées ; courgettes ; carottes ; oignons ; beurre ; persil ; jus de citron ; amidon transformé de manioc ; béchamel en poudre (amidon transformé de pomme de terre, lactose et protéines de lait, matière grasse végétale de coprah, lait entier en poudre, épaississant : alginate de sodium, arômes naturels, colorant : caroténoïdes mélangés) ; poireaux ; acidifiant : glucono-delta-lactone ; conservateurs : sorbate de potassium et acétate de sodium ; carottes ; arômes (dont lait, lactose, oeuf, blé, gluten, poisson, crustacés) ; vin blanc réduit ; bisque de homard (homard, crustacés, poissons, vin blanc, beurre, concentré de tomate, oignons, carottes, épices et aromates) ; farine de blé ; sel ; épice et aromate.

Composition du pique :
Bambou";"Poisson, crustacés, œufs, lactose et protéines de lait, gluten.";"Crevette : Inde
Saumon : Atlantique
Moules : Chili";10;;"Au four : préchauffez votre four à 210°C. Placez les aumônières dans un plat adapté et recouvrez de papier aluminium. Enfournez 20 min.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"AUMON ECREV STJACQ TRFE 1X880G";3366760025385;43324;1;"Composition de la crêpe : 
Farine de froment, œufs frais, eau, lait en poudre, huile de tournesol, sel.

Composition de la garniture :
Garniture Ecrevisses 56% [queues d’écrevisses 44%, eau, tomates, échalotes, vin blanc réduit (sulfites), carottes, ciboulette, vinaigre de Xérès, amidon transformé de manioc, huile d’olive, arôme (dont poisson, crustacés, lactose), sel, aromates, acidifiant : acide lactique, épice], noix de Saint Jacques 12% (CHLAMYS NOBILIS- origine Vietnam et/ou ZYGOCHLAMYS PATAGONICA- origine USA et/ou Argentine et/ou ARGOPECTEN PURPURATUS origine Pérou et/ou Chili), crème stérilisée (crème légère, émulsifiants : E472e, amidon modifié, stabilisants : pectine, carraghénane), tomates cubées (tomates, jus de tomates, acidifiant : acide citrique, stabilisant : chlorure de calcium), préparation sauce blanche (amidon modifié de pomme de terre, sirop de glucose de blé, farine de blé, épaississants : E412, E415, protéines de lait, arômes), bisque de homard (eau, homard, langoustines, crabes, vin blanc, concentré de tomates, amidon modifié de manioc, crème fraîche, farine de blé, sel, margarine, oignons, carottes, cognac, flocons de pomme de terre, chair de poisson, déshydratée, glutamate de sodium, poireaux, préparations aromatisantes, ail, crevettes déshydratées, échalotes, maltodextrine, arômes naturels, thym, laurier, épices),  jus de citron, acidifiant : E575, conservateurs : E202, E262, sel, extraits naturels d’épices, piment doux.

Composition du pique :
Bambou
";"Poisson, crustacés, œufs, lactose et protéines de lait, gluten.";"Noix de Saint-Jacques et Ecrevisses : Chine.";10;;;0;0;0.0;0.0;0.0;0.0;0.0;0.00
"AUMON RIS DE VEAU TRFE 1X880G";3366760025392;43325;1;"Composition de la crêpe : 
Farine de froment, œufs frais, eau, lait en poudre, huile de tournesol, sel.

Composition de la garniture :
Eau , champignons, ris de veau cuit 14.3%, crème 10.9% (émulsifiants : E472e, gélifiant : E407, amidon modifié, stabilisants : pectine, carraghénane) , carottes, quenelle de volaille (graisse de palme, blanc d’œuf, dinde), beurre, dés de poulet (huile de tournesol, amidon de pomme de terre, fibre alimentaire, dextrose de blé, sucre), amidon de maïs 2.8%, farine de blé, poudre de lait écrémé, fond de volaille, gélatine bovine, acidifiant : E575, conservateur : E202, E262, persil, sel, extrait naturel d’épices, sulfites.

Composition du pique :
Bambou";"Sulfites, œufs, lactose et protéines de lait, gluten.";"Ris de veau : Hollande
Dinde : Union Européenne
Poulet : Union Européenne
Champignons : France";10;;"Au four : préchauffez votre four à 210°C. Placez les aumônières dans un plat adapté et recouvrez de papier aluminium. Enfournez 20 min.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
